Name,Barangay,Category,Subcategory
CLARENZ GENERAL MERCHANDISE,Baclaran,Retail Stores,General Merchandise
K2 CAPITAL HOLDINGS CORP.,Diezmo,Construction and Real Estate,Realty
"CHT CAPITAL RESOURCES, INC.",Diezmo,Construction and Real Estate,Realty
"GRAVUS INDUSTRIES, INC.",Diezmo,Manufacturing and Production,Non-Essential Manufacturer
IGI WASH LAUNDROMAT,Banlic,Personal and Household Services,Laundry Shops
GABRIELLE ERICA TRADING,Sala,Wholesale and Distribution,Food Products
MOTOGLITTZ TOOLS TRADING,Banaybanay,Retail Stores,General Merchandise
"ASA PHILIPPINES FOUNDATION, INC. (A MICROFINANCE NGO)",San Isidro,Finance and Insurance,Financing Institutions
RIGOSA GROUP CO.,Banlic,Professional Services,Consultancy and Management Services
QUALIFIRST MANAGEMENT CONSULTANCY SERVICES,Banlic,Professional Services,Consultancy and Management Services
CCD (CABUYAO CONCRETE DEVELOPMENT) CORPORATION,Niugan,Manufacturing and Production,Non-Essential Manufacturer
"PRECIOUS TREASURES CHRISTIAN SCHOOL OF CABUYAO, INC.",Pulo,Educational Services,Private School
RENZY E-CASH PAYMENT CENTER,Niugan,Finance and Insurance,Money Remittance / Bills Payment
JDCLANOR RICE STORE,Niugan,Retail Stores,General Merchandise
LUCKY SUNRISE GLASS AND METAL WORKS,Mamatid,Manufacturing and Production,Glass & Aluminum Fabrication Services
ROYAL CABLEVISION CORPORATION,Sala,IT and Digital Services,Telecom Services
JOMEL`S MEAT SHOP,Mamatid,Retail Stores,Food and Beverage
MJMD LABADALI LAUNDRY SHOP,Bigaa,Personal and Household Services,Laundry Shops
PERPET PILIPINAS CORP. ( 7 -  ELEVEN ),Sala,Retail Stores,Convenience Stores
CVM FINANCE AND CREDIT CORPORATION,Poblacion Uno,Finance and Insurance,Lending Investor
PALAWAN PAWNSHOP AND PALAWAN EXPRESS PERA PADALA,Banlic,Finance and Insurance,Pawnshop & Financial Services
"G-TECH INTEGRATED SYSTEMS, INC.",Banaybanay,Wholesale and Distribution,Non Essential
GNBTL CORPORATION,Banaybanay,Transportation and Logistics,Trucking / Transport Services
RMPRO RIGGING SERVICES,Banlic,Transportation and Logistics,Hauling Services
JAMERC TRADING,Mamatid,Wholesale and Distribution,Recycle Materials
"LBC EXPRESS, INC.",Banaybanay,Transportation and Logistics,Common Courier
YM CARGO TRANSPORT CORP. (YCTC),Pulo,Transportation and Logistics,Hauling Services
ABDMED PHARMACY,Gulod,Healthcare Services,Pharmacies
GLEE`S P.O.G.I. BUKO SHAKE,Mamatid,Food Services,Refreshment Parlor
NASABE RM PETROLEUM CORPORATION,San Isidro,Manufacturing and Production,Non-Essential Manufacturer
PALAWAN PAWNSHOP AND PALAWAN EXPRESS PERA PADALA,Niugan,Finance and Insurance,Pawnshop & Financial Services
C.OBISPO BUILDERS,Pulo,Construction and Real Estate,Building Contractor
RODELFRED C. TURIANA VARIETY STORE,Poblacion Dos,Retail Stores,Food and Beverage
"SOUTH STAR DRUG, INC.",Banlic,Healthcare Services,Pharmacies
JOSEPH DELMO CAR AIRCONDITIONING SERVICES,Bigaa,Automotive Services,Auto Repair Services
PRINTERIA PRINTING SERVICES,Marinig,Creative and Media Services,Printing Services
QUIANNA ENTERPRISES,Banaybanay,Transportation and Logistics,Trucking / Transport Services
GLOMIN INDUSTRIAL TRADING,Pulo,Retail Stores,Hardware and Construction Supplies
"ELITETECH FARM SOLUTIONS, INC.",San Isidro,Wholesale and Distribution,Non Essential
CLIBERDUCHE CORPORATION,Pulo,Construction and Real Estate,Lessor (Commercial Space)
FC DUCUSIN REAL ESTATE LEASING,San Isidro,Construction and Real Estate,Lessor (Commercial Space)
BLU ELECTRICAL SERVICES,Marinig,Construction and Real Estate,Electrical/Mechanical Contractor
WHITE HOUSE STORE,San Isidro,Retail Stores,Convenience Stores
ELSOL REALTY AND DEVELOPMENT CORPORATION,Poblacion Tres,Construction and Real Estate,Facilities and Infrastructure
CEDARC ENGINEERING AND DEVELOPMENT CONSULTANCY SERVICES,Banlic,Professional Services,Consultancy and Management Services
JABA FOODLAB MFG. CORP.,Banaybanay,Manufacturing and Production,Food Products Manufacturer
CELLBOY INC.,Banlic,Retail Stores,Electronics and Gadgets
AUTOBODY TECHNOLOGIES CORP.,San Isidro,Manufacturing and Production,Non-Essential Manufacturer
LYNVILLE LAND DEVELOPMENT CORPORATION,Marinig,Construction and Real Estate,Realty
"LBC EXPRESS, INC.",Mamatid,Transportation and Logistics,Common Courier
JTB BUSINESS CENTER,Banlic,Construction and Real Estate,Lessor (Commercial Space)
"GOLDILOCKS BAKESHOP, INC.",Banlic,Retail Stores,Food and Beverage
HEAVYNNE AND ANGEL`S TRANSPORT SERVICES,Marinig,Transportation and Logistics,Transport Services
IDNSYS CORPORATION,Mamatid,IT and Digital Services,Computer Services / IT Services
NITTY GRITTY ACCESSORIES ARTICLES WHOLESALING,Banlic,Wholesale and Distribution,Non Essential
BSOUTH BICYCLE TRADING,Banlic,Retail Stores,Vehicle and Parts Supplies
"TRI FATS AND OILS, INC.",Pittland,Wholesale and Distribution,Trading
JOBELLE RTW,Butong,Retail Stores,Clothing and Apparel
"ADVANSTAR COMPANY, INC.",Sala,Wholesale and Distribution,Essential / Non Essential
TEABROS CORPORATION DOING BUSINESS UNDER THE NAME AND STYLE OF CHATIME,Banlic,Food Services,Milk Tea Shop
AOP ELECTRONICS CENTER,Mamatid,Retail Stores,Vehicle and Parts Supplies
REY-LOREN FOOD HAUS,Banlic,Food Services,Refreshment Parlor
MAN-AR AUTO REPAIR SHOP,Pulo,Automotive Services,Auto Repair Services
ALBERT SHUTTLE SERVICE,Poblacion Uno,Transportation and Logistics,Shuttle Services / Transport Services
COUNTRYSIDE VETERINARY SERVICES,San Isidro,Healthcare Services,Veterinary Clinics
AQUA NASH WATER REFILLING STATION,Banlic,Retail Stores,Water Supply
VANLAKE TRUCK PARTS CORPORATION,Pulo,Retail Stores,Vehicle and Parts Supplies
KYMEJILL TRANSPORT SERVICES,Banaybanay,Transportation and Logistics,Transport Services
RFG WAREHOUSE,Sala,Wholesale and Distribution,Auction
ASHDREIRIS TRANSPORT SERVICES,Pulo,Transportation and Logistics,Transport Services
JC ARANDIA TRUCKING SERVICES,San Isidro,Transportation and Logistics,Trucking / Transport Services
EDMYLENE DELIVERY SERVICES,Pulo,Transportation and Logistics,Transport Services
ROGER AND ANDREA RICE STORE,Pulo,Retail Stores,Sari-Sari Store
SAN BMI COMMERCIAL SPACE RENTAL,Banlic,Construction and Real Estate,Lessor (Commercial Space)
JBATALLONES TRUCKING SERVICES,Niugan,Transportation and Logistics,Trucking / Transport Services
JAY ES ELE HEAVY EQUIPMENT REPAIR SERVICES,San Isidro,Automotive Services,Auto Repair Services
BUILDING SKILLS LEARNING AND THERAPY CENTER,Niugan,Healthcare Services,Rehabilitation Centers
CHE BUONO RESTOBAR,Pulo,Food Services,Restobar
SEOUL-MEAT SAMGYUPSAL GRILL HOUSE,Poblacion Tres,Food Services,Restaurant
SINGLE BOY EGG AND RICE TRADING,San Isidro,Retail Stores,Food and Beverage
SINGLE BOY EGG AND RICE TRADING,San Isidro,Retail Stores,Food and Beverage
ALEINE TRUCKING SERVICES,Banlic,Transportation and Logistics,Trucking / Transport Services
"PERSOL GLOBAL WORKFORCE PHILIPPINES, INC.",Pulo,Educational Services,Training Center
"LAGUNA LRCI - LUZON RAM CYCLES, INC.",Butong,Wholesale and Distribution,Automotive
KISNEY FOOD CONCESSION SERVICES,Diezmo,Food Services,Catering Service
JRS BUSINESS CORPORATION (JRS EXPRESS),Banaybanay,Transportation and Logistics,Common Courier
ROYALE COLD STORAGE NORTH INC.,Pittland,Transportation and Logistics,Warehouse and Storage Services
MARLOBEL TRADING,Banlic,Retail Stores,Specialty Stores
JN4D INTERIOR DESIGN SERVICES,Banaybanay,Professional Services,Contracting and Manpower Services
CABUEÑOS TRANSPORT COOPERATIVE,Bigaa,Cooperative Business,Cooperative
MIGTOK LITSON MANOK,Poblacion Dos,Retail Stores,Food and Beverage
PETRO VENTURE CORPORATION (OLIVAN PETRO FUEL EXPRESS),Banaybanay,Automotive Services,Fuel Services
EASTERN AISLE CREDIT SOLUTIONS INC.,Banlic,Finance and Insurance,Lending Investor
REN-MER FITNESS GYM,Mamatid,Personal Care Services,Fitness Gym
LAVAL OFFICE SUPPLIES TRADING,Banaybanay,Retail Stores,School and Office Supplies
"1SYNDEO SOLUTION, INC.",Banlic,Construction and Real Estate,Service Contractor
AJJAG INDUSTRIAL TRADING,San Isidro,Retail Stores,Hardware and Construction Supplies
FELIBERTA AND LOIDA SHUTTLE SERVICES INCORPORATED,Bigaa,Transportation and Logistics,Shuttle Services / Transport Services
NLK FROZEN PRODUCTS STORE,Poblacion Dos,Retail Stores,Food and Beverage
RENLIEKYSEL LOMI HOUSE,Banaybanay,Food Services,Eatery
KLENG MEAT SHOP,Niugan,Retail Stores,Food and Beverage
TFAM CONSTRUCTION SERVICES,San Isidro,Construction and Real Estate,Service Contractor
ESTERO-LADAGA LOGISTICS SERVICES,Mamatid,Transportation and Logistics,Service Contractor
MIMI AND BEBE CLOTHING SHOP,Gulod,Retail Stores,Clothing and Apparel
TSREVOLUTION ENGINEERING SERVICES,Banaybanay,Retail Stores,Hardware and Construction Supplies
BUBBLES CLEAR LAUNDRY SERVICE,Niugan,Personal and Household Services,Laundry Shops
PHARSHAN PHARMACY CO.,Baclaran,Healthcare Services,Pharmacies
JIRRZ PRINTING SHOP,Banaybanay,Creative and Media Services,Printing Services
CYCLEWASH LAUNDROMAT,Sala,Personal and Household Services,Laundry Shops
JANO`S AIRCONDITIONING SHOP,Mamatid,Automotive Services,Auto Repair Services
ISRL LOGISTICS SERVICES,Baclaran,Transportation and Logistics,Delivery Services
AJKAP TRADING,Banaybanay,Retail Stores,Specialty Stores
CAMELLA DOS RIOS TRAILS HOMEOWNER`S ASSOCIATION INC.,Pittland,Professional Services,Organizations
TEA VERA AND FRAPPE COMPANY,Banaybanay,Food Services,Milk Tea Shop
REMZ CATERING FOOD CONCESSION SERVICES,Sala,Food Services,Canteen
MARIELLE`S CATERING FOOD CONCESSION SERVICES,Sala,Food Services,Canteen
NORFE DRUGSTORE,Marinig,Healthcare Services,Pharmacies
JANNY`S AUTO PARTS SHOP,Poblacion Uno,Retail Stores,Vehicle and Parts Supplies
JIA-LYN TRUCK PARTS CENTER,Sala,Retail Stores,Vehicle and Parts Supplies
EKKLESIA SCHOOL SUPPLIES,Pulo,Retail Stores,School and Office Supplies
M.T. MALIUANAG CONSTRUCTION SERVICES,Bigaa,Construction and Real Estate,Building Contractor
JERALD AND EMIL SCRAP TRADING,Pulo,Retail Stores,Specialty Stores
MATT D ENTERPRISES,Mamatid,Retail Stores,Specialty Stores
ZOLETA MEAT SHOP,San Isidro,Retail Stores,Food and Beverage
JQA VEHICLE PARTS AND ACCESSORIES TRADING,Niugan,Retail Stores,Vehicle and Parts Supplies
SBH MOTORS CORPORATION,Niugan,Retail Stores,Vehicle and Parts Supplies
"FRATELLI UNITED HOLDINGS, INC.",Pulo,Construction and Real Estate,Lessor (Commercial Space)
ZOEFIE`S FOOD HUB,Marinig,Retail Stores,Food and Beverage
AKAV ENGINEERING SERVICES,Banaybanay,Construction and Real Estate,General Engineering Contractor
MEGGA STEEL MANUFACTURING CORPORATION,Banlic,Transportation and Logistics,Warehouse and Storage Services
JAMES LIZA RICE STORE,Mamatid,Retail Stores,General Merchandise
RMJ CHICKEN BY PRODUCT,Banaybanay,Wholesale and Distribution,Food Products
ST. LY`S ENTERPRISES,Banaybanay,Transportation and Logistics,Trucking / Transport Services
SAMGYUP SAEYO KITCHENETTE,Mamatid,Food Services,Restaurant
JERRY VELASQUEZ RICE STORE,Pulo,Retail Stores,Food and Beverage
RAPTHOR TRANSPORT SERVICES,Niugan,Transportation and Logistics,Transport Services
TECHNOPROBE ASIA PTE LTD. (``PHILIPPINE BRANCH``),Diezmo,Manufacturing and Production,PEZA Registered Business
PINNACLE PRIME HOLDING CORPORATION,Pulo,Finance and Insurance,Holding Company
DELPAS REFRIGERATION AND AIRCONDITIONING SERVICES,Gulod,Personal and Household Services,Refrigerator & Air-Con Repair Services
GRIDLOCK SAFETY GEARS RETAILING,Banlic,Retail Stores,Online Shops
RJSD TRANSPORT SERVICES,Pulo,Transportation and Logistics,Transport Services
CYSRIL & JIHRED TRANSPORT SERVICES,Butong,Transportation and Logistics,Transport Services
ODNID INDUSTRIAL SUPPLY,San Isidro,Retail Stores,Hardware and Construction Supplies
ONE RESONANCE ELECTRICAL AND INDUSTRIAL SUPPLIES TRADING,Marinig,Personal and Household Services,Refrigerator & Air-Con Repair Services
MOTOBUDS MOTORCYCLE PARTS AND ACCESSORIES,Marinig,Retail Stores,Vehicle and Parts Supplies
A2G PROFEC ENGINEERING SERVICES,Banlic,Construction and Real Estate,Electrical/Mechanical Contractor
ELIGABBEN DELIVERY SERVICES,Mamatid,Transportation and Logistics,Delivery Services
KATAPATAN PHARMACY,Niugan,Healthcare Services,Pharmacies
TAMALARIACA FRUITS AND VEGETABLES TRADING,Niugan,Retail Stores,Sari-Sari Store
ETERNAL CHAPEL AND MORTUARY CORPORATION,Mamatid,Personal and Household Services,Funeral Services
TINY TOE LYING-IN CLINIC,Pulo,Healthcare Services,Maternity Clinics & Family Planning
DIM`S ROCK CONSTRUCTION SERVICES,Pulo,Construction and Real Estate,Service Contractor
BOBBY AND LAARNI`S SALON,Poblacion Uno,Personal Care Services,Beauty Parlor
MAILTAG ORTIGAS CORPORATION,Pulo,Transportation and Logistics,Common Courier
MODHOUSE CONSTRUCTION SERVICES,Mamatid,Construction and Real Estate,Construction Services
"JARE ENTERPRISES, INC.",San Isidro,Retail Stores,Vehicle and Parts Supplies
GOLDLANE TRANSPORT SERVICES,Pulo,Transportation and Logistics,Transport Services
RALPH LPG TRADING,Niugan,Retail Stores,Fuel and Energy Supplies
"INDUSTRIAL-COMMERCIAL HOLDINGS, INC.",Diezmo,Construction and Real Estate,Lessor (Commercial Space)
HVY PRIME MACHINES INC.,Sala,Retail Stores,Hardware and Construction Supplies
PH GLOBAL JET EXPRESS INC.,Banaybanay,Transportation and Logistics,Warehouse and Storage Services
PH GLOBAL JET EXPRESS INC.,Banlic,Transportation and Logistics,Common Courier
SOUTHCALL BUSINESS OUTSOURCING INC.,Banaybanay,IT and Digital Services,Customer Support & BPO Service
JOHANNES FORWARDING SERVICES,Banlic,Transportation and Logistics,Trucking / Transport Services
KLYEDIE`S KITCHEN CATERING FOOD SERVICES,Banaybanay,Food Services,Catering Service
SYNAGIE INC.,Pulo,Transportation and Logistics,Warehouse and Storage Services
EDWIN AND MEAN OFFICE AND SCHOOL SUPPLIES,Mamatid,Retail Stores,Online Shops
DUBAI LAND CONSUMER GOODS TRADING,Banlic,Retail Stores,Convenience Stores
CLICKTRADE EST 2020 INDUSTRIAL TRADING,San Isidro,Wholesale and Distribution,Industrial and Construction Supplies
ARTEMISPLUS EXPRESS INC.,Diezmo,Food Services,Canteen
THE MEAT PLACE (HIDDEN JADE EXPRESS),Poblacion Dos,Food Services,Food Stand
MYY PROPERTY LEASING,Bigaa,Construction and Real Estate,Lessor (Commercial Space)
LUCKY MOVES BRO CONSTRUCTION SUPPLY,Bigaa,Retail Stores,Hardware and Construction Supplies
JP VILLAROSA ENGINEERING CONSULTANCY,Banaybanay,Professional Services,Consultancy and Management Services
PRINCIPALE CARWASH AND AUTO DETAILING SERVICES,Banlic,Automotive Services,Car Wash and Detailing
HELMET HOUSE MOTORCYCLE GEARS TRADING,Niugan,Retail Stores,General Merchandise
F AND W STEWARDS PROPERTY RENTAL,Bigaa,Construction and Real Estate,Lessor (Commercial Space)
MAD PRINTING SERVICES,Bigaa,Retail Stores,Online Shops
CLI HOLDINGS INC.,Pulo,Construction and Real Estate,Lessor (Commercial Space)
LOS AÑES LOGISTICS SERVICES,San Isidro,Transportation and Logistics,Transport Services
ANNIJO LAND DEVELOPMENT & LEASING CORPORATION,Sala,Construction and Real Estate,Lessor (Commercial Space)
ROBINSON`S SUPERMARKET CORPORATION (UNCLE JOHN`S),Banlic,Retail Stores,General Merchandise
FOODLINK ADVOCACY COOPERATIVE,San Isidro,Cooperative Business,Cooperative
WALL STREET COURIER SERVICES INC. (NINJA VAN),Banaybanay,Transportation and Logistics,Warehouse and Storage Services
DENGEMSAN INCORPORATED,Mamatid,Healthcare Services,Pharmacies
PEREZ-APLICADOR CAR RENTALS AND TRANSPORT CORP.,Niugan,Transportation and Logistics,Transport Services
JRC CLEANING SERVICES,Gulod,Personal and Household Services,Service Contractor
LEOVIGILDO`S LOT LEASING,Gulod,Construction and Real Estate,Lessor (Commercial Space)
KENT RUEL PHARMACY,Niugan,Healthcare Services,Pharmacies
BDS SHUTTLE SERVICES,Sala,Transportation and Logistics,Shuttle Services / Transport Services
BUDZFAYE`S HUNGER FOOD AND BEVERAGE STATION,Poblacion Dos,Retail Stores,Food and Beverage
MARK JAS LOGISTICS SERVICES,San Isidro,Transportation and Logistics,Logistics Services
ICRESCINI VENTURES OPC (doing business under the name and style of OPTIMUM LIFE MERCHANDISING),Marinig,Retail Stores,General Merchandise
GLEN AND NOEME AIRCON & REFRIGERATION SERVICES,San Isidro,Personal and Household Services,Refrigerator & Air-Con Repair Services
MKUD BACSILOG FOOD STALL,Pulo,Food Services,Food Stand
LEARN AND PLAY INTERVENTION SPECIALISTS (LAPIS) CORP.,Banlic,Educational Services,Learning Center
GASVILL LPG TRADING,Baclaran,Retail Stores,Fuel and Energy Supplies
DENGEMSAN INCORPORATED,Banaybanay,Healthcare Services,Pharmacies
KUSINA ROJUANA RESTAURANT,Niugan,Food Services,Restaurant
FELDAL HOUSE RENTAL,Banlic,Construction and Real Estate,Apartment/Apartelle
CALAMBA-SAN PEDRO JEEPNEY OPERATORS AND DRIVERS CORP.,Niugan,Transportation and Logistics,Operators & Drivers Association
DIGITALLY INTELLIGENT FACILITY SYSTEMS INC.,Marinig,Retail Stores,Hardware and Construction Supplies
ATLAS PROPERTY LEASING,Bigaa,Construction and Real Estate,Lessor (Commercial Space)
YSAS HOMEMADE PIZZA,Pulo,Retail Stores,General Merchandise
ZERO TO ONE CONSTRUCTION CORPORATION,San Isidro,Construction and Real Estate,General Contractor
ALMIGHTY INTEGRATED MOVERS SERVICES CORP.,Pulo,Transportation and Logistics,Trucking / Transport Services
SILONG MOTORCYCLE PARTS AND ACCESSORIES SHOP,Niugan,Retail Stores,Vehicle and Parts Supplies
JOULE REFRIGERATION AND AIRCONDITIONING SERVICES,Banlic,Personal and Household Services,Refrigerator & Air-Con Repair Services
SOUWER TAILORING SERVICES,Mamatid,Personal and Household Services,Tailor and Dress Shop
KINEO FREIGHT SERVICES CO.,Sala,Transportation and Logistics,Forwarder
RJALLY OFFICE AND SCHOOL SUPPLIES TRADING,Banlic,Retail Stores,School and Office Supplies
ZAKRAH INDUSTRIAL SPECIALIZED GOODS TRADING,Banlic,Retail Stores,Vehicle and Parts Supplies
AMOYON`S ICETUBE MACHINE FABRICATION MACHINE REPAIR SERVICES,San Isidro,Manufacturing and Production,Machine Fabrication and Shop
TUTAY`S FOOD HUB,Niugan,Food Services,Restaurant
AUTOLANDIA AUTO SUPPLIES AND CAR CARE SERVICES,Pulo,Automotive Services,Car Wash and Detailing
DAMINLYN LOADING STATION,Mamatid,Retail Stores,Electronics and Gadgets
BANK OF THE PHILIPPINE ISLANDS( ATM OFFSITE),Diezmo,Finance and Insurance,ATM Off Site Stations
PINGGOL MOTORCYCLE PARTS AND ACCESSORIES SHOP,Banaybanay,Automotive Services,Auto Repair Services
BIKE PARK BANLIC BIKE PARTS & ACCESSORIES STORE,Banlic,Retail Stores,Vehicle and Parts Supplies
"SPHERICAL COORDINATE SECURITY, INC.",Banaybanay,Professional Services,Security Agency
LORETO & ANNA J EATERY,Poblacion Tres,Retail Stores,Food and Beverage
AGNP CORPORATION,Pulo,Wholesale and Distribution,Automotive
4JMOTORSHOP MOTORCYCLE PARTS AND ACCESSORIES SHOP,Pulo,Retail Stores,Vehicle and Parts Supplies
BENJIE GRACE BAKERY,Pulo,Retail Stores,Food and Beverage
DANSOL BLDG HOUSE SPACE RENTAL,Banlic,Construction and Real Estate,Lessor (Commercial Space)
NDM SAFETY GEARS AND DEVICES TRADING,Niugan,Retail Stores,Specialty Stores
TWO BIG CO WATER REFILLING STATION,Butong,Retail Stores,Water Supply
R.M. DIMAYUGA GLASS AND ALUMINUM SUPPLY,San Isidro,Manufacturing and Production,Glass & Aluminum Fabrication Services
JAFFAR FOOTWEAR STORE,Poblacion Dos,Retail Stores,Clothing and Apparel
CHUBIBO FOOD SERVICES,Banlic,Food Services,Food Stand
MEXIGO FOOD EXPRESS,Sala,Food Services,Canteen
HIKARI ELECTRONICS COMPANY LIMITED INC.,Mamatid,Manufacturing and Production,Non-Essential Manufacturer
JANMAY MINI GROCERY,Mamatid,Retail Stores,General Merchandise
ADOBO AND SINIGANG AGNES CARINDERIA,Mamatid,Food Services,Eatery
CJJJMER TRADING CORP.,Banlic,Wholesale and Distribution,Industrial and Construction Supplies
IGS AL TRANSPORT SERVICES,San Isidro,Transportation and Logistics,Transport Services
HOBBY WORKZ CAR PAINT SERVICES,Pulo,Automotive Services,Auto Repair Services
LAARAZA CONSTRUCTION,Marinig,Construction and Real Estate,Service Contractor
KUYA JFM MEAT SHOP,Mamatid,Retail Stores,Food and Beverage
LDM VINEYARDS PROPERTY LEASING,Banaybanay,Construction and Real Estate,Lessor (Commercial Space)
RTK2 MOTOR SHOP,Pulo,Retail Stores,Vehicle and Parts Supplies
JOSHUA-KYLA TRUCKING SERVICES,Pulo,Transportation and Logistics,Trucking / Transport Services
RIZMY COMMERCIAL SPACE LEASING,Pulo,Construction and Real Estate,Lessor (Commercial Space)
BEACONHOUSE PHILS. INC.,Sala,Educational Services,Training Center
